lat,lng,label,source
35.1377685,126.9155703,0,simulation
35.1407541,126.9174841,0,simulation
35.1381528,126.9121509,0,simulation
35.1381489,126.9154399,0,simulation
35.1384718,126.9165873,0,simulation
35.1385028,126.9142483,0,simulation
35.1381544,126.9120221,0,simulation
35.1387082,126.9115378,0,simulation
35.1404355,126.9182648,0,simulation
35.1379577,126.9120299,0,simulation
35.1386808,126.9155267,0,simulation
35.1380603,126.9158273,0,simulation
35.1387807,126.9164117,0,simulation
35.1415309,126.9142863,0,simulation
35.1390619,126.9113444,0,simulation
35.1382145,126.9121845,0,simulation
35.1407561,126.9144798,0,simulation
35.1406618,126.9144119,0,simulation
35.1414241,126.9142395,0,simulation
35.1382033,126.915455,0,simulation
35.1355191,126.9130518,0,synthetic
35.140995,126.918048,0,simulation
35.1411467,126.9142896,0,simulation
35.1412194,126.9139086,0,simulation
35.1394002,126.9111058,0,simulation
35.1616156,126.9315636,1,simulation
35.1383482,126.9157075,0,simulation
35.1387745,126.9139131,0,simulation
35.1393549,126.9113484,0,simulation
35.1382159,126.9156253,0,simulation
35.1405112,126.9142837,0,simulation
35.1403458,126.9139456,0,simulation
35.1388231,126.9121066,0,simulation
35.1490166,126.9421292,1,simulation
35.1385899,126.9119746,0,synthetic
35.1403148,126.9140755,0,simulation
35.1402835,126.9145989,0,simulation
35.1373705,126.9115342,0,simulation
35.1380077,126.9156938,0,simulation
35.0598148,126.9010691,1,synthetic
35.1408325,126.9179919,0,simulation
35.1387173,126.9151129,0,simulation
35.1411554,126.9172227,0,simulation
35.1409767,126.9128717,0,synthetic
35.141084,126.9182092,0,simulation
35.1381437,126.9163015,0,simulation
35.1397893,126.9138464,0,simulation
35.1383513,126.9157736,0,simulation
35.1414553,126.9142127,0,simulation
35.1409344,126.9175036,0,simulation
35.1388367,126.9142005,0,simulation
35.1382135,126.9143949,0,simulation
35.1381331,126.9116918,0,simulation
35.1400016,126.9143495,0,synthetic
35.140515,126.9180262,0,simulation
35.1385078,126.9159902,0,synthetic
35.1384557,126.9114,0,simulation
35.1389333,126.9139201,0,simulation
35.1414658,126.914435,0,simulation
35.1406475,126.9180023,0,simulation
35.1405017,126.9174706,0,simulation
35.1386131,126.9118287,0,simulation
35.1391792,126.911019,0,simulation
35.1377088,126.9115935,0,simulation
35.140245,126.9141533,0,simulation
35.1410816,126.9135285,0,simulation
35.1549166,126.9265337,1,simulation
35.1403797,126.9143162,0,simulation
35.1262333,126.9487395,1,simulation
35.138204,126.9118032,0,simulation
35.1382928,126.9121994,0,simulation
35.1385755,126.915519,0,simulation
35.1392747,126.9112195,0,simulation
35.1404395,126.9139117,0,simulation
35.1414236,126.9139885,0,synthetic
35.1392466,126.9108444,0,simulation
35.1404323,126.9174733,0,simulation
35.1407416,126.9140581,0,synthetic
35.1234105,126.946312,1,simulation
35.1417924,126.9139617,0,synthetic
35.1407241,126.9140561,0,simulation
35.1383154,126.9151881,0,simulation
35.1402235,126.9140994,0,simulation
35.1403446,126.9175672,0,simulation
35.1381236,126.9119839,0,simulation
35.1406468,126.9174591,0,simulation
35.1403415,126.9141147,0,simulation
35.1391507,126.9109611,0,simulation
35.1391924,126.9112614,0,simulation
35.1377802,126.9122018,0,simulation
35.1437228,126.9029824,1,simulation
35.138204,126.9116884,0,simulation
35.1394794,126.9110263,0,simulation
35.1403563,126.9142784,0,simulation
35.1404597,126.9176041,0,simulation
35.1389911,126.9143443,0,simulation
35.1391222,126.915007,0,simulation
35.138477,126.9118176,0,simulation
35.1376192,126.9118308,0,simulation
35.1397578,126.9107891,0,simulation
35.1386524,126.9119708,0,synthetic
35.1387222,126.9140136,0,simulation
35.1404912,126.9145948,0,simulation
35.1405386,126.91748,0,simulation
35.1404207,126.9175469,0,simulation
35.1381038,126.9122165,0,simulation
35.1401599,126.9145259,0,simulation
35.1404421,126.914279,0,simulation
35.1384886,126.9147448,0,simulation
35.1385878,126.916201,0,simulation
35.1406456,126.9138765,0,simulation
35.1395425,126.9108683,0,simulation
35.1411584,126.9139976,0,simulation
35.1384646,126.9139931,0,simulation
35.1393555,126.910939,0,simulation
35.1385022,126.9156548,0,simulation
35.1401116,126.9141237,0,simulation
35.1407701,126.9177733,0,simulation
35.132767,126.8879144,1,simulation
35.1050337,126.9082815,1,simulation
35.1380173,126.916232,0,simulation
35.1381055,126.9118954,0,simulation
35.1405338,126.9174888,0,simulation
35.1386493,126.9118158,0,simulation
35.1382505,126.9112571,0,simulation
35.1390559,126.9140964,0,simulation
35.1403953,126.9135902,0,simulation
35.1403329,126.912842,0,synthetic
35.1405848,126.9143016,0,simulation
35.1403605,126.917635,0,simulation
35.1409031,126.9174934,0,simulation
35.1381454,126.9117588,0,simulation
35.1406139,126.9139502,0,simulation
35.1400893,126.914306,0,simulation
35.1379794,126.9157161,0,simulation
35.1395038,126.9145488,0,simulation
35.1401625,126.9140596,0,simulation
35.1413067,126.9134952,0,simulation
35.1380215,126.9153895,0,simulation
35.1417598,126.9143929,0,simulation
35.1378843,126.9114748,0,simulation
35.1384258,126.915527,0,simulation
35.1403217,126.9137308,0,synthetic
35.1394953,126.9144808,0,simulation
35.1390772,126.9108993,0,synthetic
35.1386121,126.9116806,0,simulation
35.1390122,126.9117751,0,simulation
35.1410628,126.9174971,0,simulation
35.1404286,126.9144193,0,simulation
35.1386263,126.9147726,0,simulation
35.1381677,126.9156005,0,simulation
35.1379769,126.9126366,0,simulation
35.1404034,126.9141784,0,simulation
35.1381484,126.915486,0,simulation
35.1404202,126.9138284,0,simulation
35.1403174,126.9175404,0,simulation
35.1379964,126.9157433,0,simulation
35.139354,126.9113198,0,simulation
35.1391922,126.9144994,0,simulation
35.1416633,126.9141913,0,simulation
35.1415868,126.9139227,0,simulation
35.138817,126.9114564,0,simulation
35.1257485,126.8976411,1,simulation
35.1379294,126.9162316,0,simulation
35.1406671,126.9142561,0,simulation
35.1393538,126.9113749,0,simulation
35.1386949,126.9140646,0,simulation
35.139106,126.9145749,0,simulation
35.1416451,126.9136163,0,simulation
35.1381744,126.9157174,0,simulation
35.1381922,126.9114944,0,simulation
35.1383712,126.9121676,0,simulation
35.1721044,126.8769071,1,synthetic
35.1418079,126.9144604,0,simulation
35.1394584,126.911906,0,synthetic
35.1380629,126.9155239,0,simulation
35.1358002,126.9099903,0,synthetic
35.137465,126.9120538,0,simulation
35.140852,126.9138052,0,simulation
35.1407895,126.9174944,0,simulation
35.1405127,126.9142137,0,simulation
0.0,0.0,1,synthetic
35.1381677,126.9145746,0,simulation
35.138478,126.9114249,0,synthetic
35.1388723,126.9142578,0,simulation
35.1377207,126.9116296,0,simulation
35.1386939,126.914813,0,simulation
35.1389202,126.9147339,0,simulation
35.1384848,126.9160368,0,synthetic
35.1388656,126.9156139,0,synthetic
35.141462,126.9116175,0,synthetic
35.1384171,126.9164682,0,simulation
35.1390716,126.911708,0,simulation
35.1376165,126.9159263,0,simulation
35.1401288,126.9140056,0,synthetic
35.1419342,126.9141352,0,simulation
35.1417916,126.9138579,0,simulation
35.1403063,126.9142585,0,simulation
35.1383942,126.9159819,0,simulation
35.1376317,126.9158625,0,simulation
35.1412476,126.9134736,0,simulation
35.1385549,126.9141723,0,simulation
35.1375286,126.9161637,0,simulation
35.1408981,126.9176785,0,simulation
35.1388325,126.9142255,0,simulation
35.117674,126.9160913,1,simulation
35.1407736,126.9145273,0,simulation
35.1220791,126.9156547,1,simulation
35.138157,126.915866,0,synthetic
35.1390752,126.9115966,0,simulation
35.1405838,126.9136005,0,simulation
35.1403087,126.9175889,0,simulation
35.1411021,126.9174332,0,simulation
35.1406802,126.9141755,0,simulation
35.1384167,126.9157673,0,simulation
35.139356,126.9144371,0,simulation
35.1389234,126.9145016,0,simulation
35.1381986,126.9160629,0,simulation
35.1418694,126.9144261,0,simulation
35.1379234,126.9158269,0,simulation
35.1388882,126.9159786,0,simulation
35.1387118,126.9146743,1,simulation
35.1417567,126.9137829,0,simulation
35.1381244,126.9117081,0,simulation
35.1389863,126.9108691,0,synthetic
35.1382532,126.9110938,0,simulation
35.1410184,126.913844,0,simulation
35.1411928,126.9138273,0,simulation
35.1381721,126.9156352,0,simulation
35.1386817,126.9156596,0,simulation
35.1392977,126.9147722,0,simulation
35.1401532,126.9178781,0,simulation
35.1393388,126.9108822,0,simulation
35.1380007,126.9123038,0,simulation
35.1385722,126.9120715,0,synthetic
35.1391914,126.9113232,0,simulation
35.1383858,126.9142788,0,simulation
35.1392538,126.9109469,0,simulation
35.1395164,126.9114418,0,simulation
35.1404717,126.913576,0,synthetic
35.1392902,126.9108645,0,simulation
35.1405212,126.9174698,0,simulation
35.1404759,126.9176092,0,simulation
35.1446893,126.9147546,1,simulation
35.1383376,126.9117031,0,simulation
35.1416125,126.9135961,0,simulation
35.138278,126.9162106,0,simulation
35.1409255,126.9170955,0,simulation
35.1379279,126.9117502,0,simulation
35.1385192,126.9157243,0,simulation
35.1377481,126.9152928,0,simulation
35.1390554,126.9108913,0,simulation
35.1386876,126.9149714,0,simulation
35.1377328,126.9165537,0,simulation
35.140571,126.9142961,0,simulation
35.1391256,126.9143724,0,simulation
35.1376644,126.9117622,0,synthetic
35.1398515,126.9112794,0,simulation
35.1382088,126.911753,0,simulation
35.1380944,126.911924,0,simulation
35.1387942,126.9093483,0,synthetic
35.1388665,126.9158547,0,simulation
35.138133,126.9117674,0,simulation
35.1391281,126.9147029,0,simulation
35.1402657,126.9169867,0,simulation
35.1381994,126.9116029,0,simulation
35.1390678,126.9110077,0,simulation
35.1406204,126.9145102,0,simulation
35.1380583,126.9157858,0,simulation
35.138427,126.9156776,0,simulation
35.1383909,126.9121611,0,simulation
35.138094,126.9162805,0,synthetic
35.1409183,126.9147321,0,simulation
35.1414437,126.9137429,0,simulation
35.1399126,126.9140335,0,simulation
35.141102,126.9137377,0,simulation
35.1401776,126.9179637,0,simulation
35.1382418,126.9160076,0,simulation
35.1388061,126.9145578,0,simulation
35.1382339,126.9118348,0,simulation
35.1376321,126.9119003,0,simulation
35.1381007,126.916429,0,simulation
35.13768,126.9118384,0,simulation
35.1390004,126.9143945,0,simulation
35.138358,126.9119743,0,simulation
35.1386205,126.9141235,0,simulation
35.1375472,126.9116365,0,simulation
35.1381682,126.9116322,0,simulation
35.1383365,126.9146589,0,simulation
35.1401804,126.9143681,0,simulation
35.1381708,126.9121387,0,simulation
35.1405,126.9143742,0,simulation
35.1391387,126.9148508,0,simulation
35.1406312,126.9143646,0,simulation
35.1392287,126.9111599,0,simulation
